Sample_ID,Alloy_Type,Powder_Size_um,Powder_Morphology,Oxygen_Content_percent,Laser_Power_W,Scan_Speed_mm_s,Hatch_Spacing_mm,Layer_Thickness_um,Scan_Strategy,Preheat_Temp_C,Shielding_Gas_Flow_L_min,Melt_Pool_Width_um,Melt_Pool_Depth_um,Melt_Pool_Temp_C,Cooling_Rate_K_s,Energy_Density_J_mm3,Thermal_Gradient,Relative_Density_percent,Porosity_percent,Microhardness_HV,Surface_Roughness_Ra,Tensile_Strength_MPa,Yield_Strength_MPa,Elongation_percent,Defect_Count,Quality_Class
3609,Ti-5553,41.22,Spherical,0.058,169.15,1579.31,0.094,39.85,Stripe,256.97,11.21,116.9,76.06,2199.01,8142.89,73.35,44.91,96.45,2.98,426.9,11.94,1071.15,798.57,11.52,6,Good
3610,Near-Beta Ti,36.63,Irregular,0.063,240.76,1537.53,0.103,52.42,Stripe,218.5,24.12,211.41,108.92,1452.56,2719.54,56.05,15.62,96.62,2.77,396.17,6.37,1199.53,1006.43,12.8,13,Moderate
3611,Near-Beta Ti,54.02,Spherical,0.238,216.72,1220.79,0.125,39.25,Stripe,266.58,16.72,151.66,148.8,1898.57,2604.78,61.9,17.03,96.22,3.71,359.94,14.92,811.59,760.04,7.8,3,Excellent
3612,Near-Beta Ti,29.19,Irregular,0.247,207.33,998.17,0.13,28.13,Stripe,138.54,28.6,171.69,88.15,2041.31,6496.34,41.87,79.71,96.63,2.94,353.35,7.3,806.91,936.37,15.63,0,Good
3613,Ti-6Al-4V,29.59,Irregular,0.069,165.25,623.42,0.106,52.38,Chessboard,87.76,22.24,195.76,50.44,2166.41,9226.43,57.21,12.21,97.83,3.33,301.92,12.65,935.09,1091.6,14.23,14,Excellent
3614,Ti-5553,34.9,Spherical,0.117,197.6,652.12,0.091,38.22,Island,241.21,17.41,169.49,118.92,1683.54,8239.23,41.24,92.8,95.4,2.78,433.01,4.73,890.14,852.67,16.99,10,Excellent
3615,Near-Beta Ti,29.21,Spherical,0.073,261.56,636.29,0.09,58.23,Island,164.91,16.78,208.4,138.72,1856.14,4459.69,116.94,43.37,95.36,0.88,419.49,8.7,1042.74,864.28,7.96,0,Good
3616,Ti-5553,42.44,Irregular,0.217,275.94,1776.57,0.137,41.38,Chessboard,126.12,21.1,213.63,114.84,1601.34,6925.27,89.89,22.93,97.31,4.3,368.01,11.12,1249.11,1024.18,10.24,7,Moderate
3617,Ti-5553,25.38,Spherical,0.149,217.38,737.38,0.126,24.67,Island,91.36,19.83,121.26,94.7,1426.92,3293.5,93.93,87.48,98.48,2.07,306.17,8.8,916.31,919.14,7.1,14,Good
3618,Near-Beta Ti,32.81,Irregular,0.174,312.56,770.54,0.131,54.04,Chessboard,246.18,17.82,130.68,67.11,1814.16,5245.67,46.59,41.9,96.09,1.11,433.86,11.72,982.45,1057.35,5.55,12,Good
3619,Near-Beta Ti,56.54,Irregular,0.158,233.95,1180.98,0.114,55.14,Chessboard,261.79,14.17,90.08,89.06,1872.53,5819.28,76.88,61.4,97.6,4.84,343.72,10.28,1161.81,793.21,9.59,7,Moderate
3620,Ti-5553,36.37,Spherical,0.192,241.81,1177.68,0.112,37.82,Chessboard,165.59,25.93,95.16,86.45,1620.2,6739.67,74.54,54.41,97.2,3.3,353.78,10.53,1076.04,1001.03,6.29,9,Moderate
3621,Near-Beta Ti,49.93,Spherical,0.114,345.66,1703.97,0.095,21.04,Island,274.72,18.67,221.01,145.89,1585.86,4603.23,106.93,63.81,97.26,4.61,433.77,3.85,892.03,1069.92,13.73,14,Good
3622,Ti-5553,24.54,Spherical,0.077,287.99,688.24,0.092,21.19,Chessboard,171.42,11.98,116.38,44.06,1624.76,1288.12,102.35,26.09,98.51,1.3,384.98,12.88,939.99,888.5,10.37,12,Poor
3623,Ti-5553,29.9,Irregular,0.054,388.29,1748.69,0.091,34.05,Chessboard,289.34,11.71,221.89,80.11,1819.46,9352.51,73.23,45.65,97.99,3.28,370.87,2.89,1183.47,961.38,16.09,9,Moderate
3624,Near-Beta Ti,52.29,Irregular,0.139,239.83,859.67,0.149,48.65,Stripe,296.31,14.76,247.6,74.22,1944.38,9606.17,98.22,36.58,97.35,2.22,367.27,5.45,856.74,923.55,10.74,9,Good
3625,Ti-6Al-4V,50.52,Spherical,0.232,356.96,1764.18,0.137,33.24,Stripe,259.88,21.04,121.28,148.03,1976.53,7182.92,46.94,79.89,96.35,0.31,380.24,14.52,820.07,939.07,17.81,8,Moderate
3626,Near-Beta Ti,35.45,Irregular,0.111,334.58,1249.59,0.124,20.31,Island,136.37,12.96,158.26,40.71,1621.67,3397.33,60.29,80.47,97.93,2.42,319.74,11.34,1205.26,961.02,13.42,3,Good
3627,Ti-6Al-4V,58.18,Irregular,0.089,372.55,1382.42,0.095,53.94,Stripe,160.59,14.3,171.3,72.17,2085.01,6352.68,53.62,99.48,95.69,1.79,339.96,13.88,820.75,795.75,14.21,8,Excellent
3628,Ti-5553,56.43,Spherical,0.235,389.2,978.87,0.104,58.75,Stripe,197.18,20.03,240.28,147.12,1788.21,3484.94,98.04,99.85,97.08,0.53,302.94,2.25,936.81,808.68,16.44,2,Moderate
3629,Ti-5553,58.49,Irregular,0.071,151.92,1334.19,0.105,33.85,Stripe,152.31,14.36,110.37,57.51,1838.51,7289.49,110.65,18.71,95.67,3.77,437.85,4.14,1089.61,834.67,5.92,13,Good
3630,Ti-6Al-4V,37.12,Irregular,0.06,172.07,1453.0,0.113,22.92,Chessboard,260.16,27.16,222.12,126.82,1582.66,4242.57,89.49,51.77,96.59,2.79,434.15,14.72,810.32,774.47,12.23,5,Moderate
3631,Ti-5553,27.9,Irregular,0.226,318.58,612.44,0.11,31.66,Stripe,284.06,21.8,242.82,102.01,1706.54,6017.03,93.2,77.34,98.18,0.26,393.07,10.54,1249.47,1042.1,15.99,2,Good
3632,Ti-6Al-4V,45.07,Spherical,0.19,247.55,641.07,0.145,51.96,Island,296.87,11.72,174.25,139.65,1441.31,1530.51,87.28,70.39,98.93,1.29,360.47,3.84,1258.17,823.31,17.48,4,Excellent
3633,Ti-6Al-4V,47.39,Spherical,0.134,354.78,1783.77,0.13,41.69,Chessboard,153.99,12.8,105.91,136.04,1861.82,9965.72,87.24,53.67,96.18,4.84,388.08,10.06,994.14,930.21,13.51,9,Excellent
3634,Ti-5553,25.02,Irregular,0.2,152.99,1149.07,0.086,35.36,Island,139.45,13.9,136.75,103.39,1999.1,6959.34,56.95,18.94,98.21,3.63,365.68,6.55,1222.43,751.57,13.62,12,Excellent
3635,Ti-6Al-4V,51.46,Spherical,0.198,351.74,1722.98,0.105,33.37,Island,115.43,22.6,243.05,100.97,1834.81,9460.38,41.47,52.19,96.37,4.63,429.63,11.11,810.44,918.18,14.82,7,Poor
3636,Near-Beta Ti,20.72,Irregular,0.058,183.81,1475.88,0.089,24.62,Island,90.44,12.11,108.6,56.62,1661.23,7700.93,55.38,96.07,97.08,2.83,386.26,13.35,860.41,910.66,8.57,8,Poor
3637,Near-Beta Ti,39.31,Spherical,0.185,222.56,1047.56,0.1,33.58,Island,118.94,10.87,162.9,46.65,2067.8,6056.96,65.52,49.43,99.57,4.16,416.94,13.8,902.67,899.46,12.06,7,Moderate
3638,Ti-5553,33.24,Irregular,0.178,392.27,781.01,0.147,38.8,Island,142.59,24.57,112.28,120.53,1446.11,7627.96,72.02,12.56,95.51,2.59,321.24,2.95,934.98,934.19,5.78,7,Excellent
3639,Ti-5553,49.61,Irregular,0.243,162.9,1773.78,0.129,46.93,Stripe,166.03,19.56,233.7,107.38,1598.99,5223.67,97.71,46.1,99.92,2.48,438.94,3.13,1105.41,734.44,8.51,9,Good
3640,Ti-6Al-4V,32.51,Irregular,0.243,237.26,1301.4,0.081,30.48,Stripe,104.14,26.98,180.37,127.49,1440.02,9633.66,41.25,52.11,98.21,1.07,317.1,4.31,1285.03,1094.08,9.12,3,Excellent
3641,Ti-6Al-4V,53.07,Irregular,0.126,171.13,830.83,0.103,55.9,Island,260.45,25.86,236.97,42.0,1714.41,7968.99,86.37,76.52,98.04,3.96,412.81,6.1,878.24,1061.82,12.84,12,Good
3642,Ti-6Al-4V,43.8,Spherical,0.168,363.4,1417.98,0.111,39.39,Island,216.19,15.47,240.85,142.71,1600.28,2089.36,63.56,30.52,96.07,2.6,364.79,8.97,1222.7,777.84,17.97,6,Excellent
3643,Ti-6Al-4V,51.76,Irregular,0.078,325.75,710.46,0.122,36.21,Stripe,203.78,13.85,163.12,48.03,1946.07,9555.91,54.41,62.35,95.97,1.0,400.84,13.72,1183.7,960.29,5.49,3,Poor
3644,Near-Beta Ti,59.57,Irregular,0.063,350.08,1641.64,0.115,43.76,Island,199.96,20.33,239.31,139.51,1462.85,6181.9,62.72,25.61,99.61,2.26,433.03,5.21,990.23,972.13,16.3,8,Good
3645,Near-Beta Ti,47.17,Spherical,0.137,281.82,708.16,0.085,26.7,Stripe,143.79,11.6,80.12,61.04,1426.94,5054.21,69.34,65.44,95.8,2.41,374.57,9.22,1084.45,741.92,16.39,0,Excellent
3646,Ti-5553,59.4,Spherical,0.188,239.43,883.43,0.116,24.26,Island,286.26,22.66,112.66,68.6,1842.34,8129.71,108.02,56.98,95.86,0.28,440.24,9.97,976.6,736.74,13.53,2,Excellent
3647,Ti-6Al-4V,21.15,Irregular,0.164,150.57,709.72,0.089,33.86,Island,130.98,10.24,204.78,135.9,1997.29,3058.14,60.06,87.35,98.5,3.71,335.9,13.68,921.47,902.69,5.49,3,Excellent
3648,Ti-6Al-4V,33.53,Irregular,0.136,219.48,724.54,0.116,21.6,Chessboard,227.11,26.06,169.5,89.66,1774.68,9623.81,82.22,51.6,98.52,0.2,432.8,14.67,866.54,1052.3,17.12,4,Excellent
3649,Ti-5553,24.31,Spherical,0.214,278.64,1228.6,0.097,35.1,Island,135.68,27.81,248.46,116.39,1625.01,2497.02,98.93,35.7,96.99,2.83,362.35,5.97,1129.86,711.81,17.77,10,Good
3650,Ti-6Al-4V,30.49,Irregular,0.209,316.09,1424.39,0.09,46.86,Chessboard,297.72,29.92,213.33,139.0,1798.85,3661.14,114.17,57.79,99.54,3.26,372.94,8.22,890.51,818.31,8.9,11,Excellent
3651,Ti-6Al-4V,53.56,Irregular,0.196,207.23,1546.18,0.1,52.48,Island,280.57,16.88,192.9,72.08,1670.64,9001.36,42.65,60.35,99.6,0.31,364.61,9.53,1233.57,1056.78,6.44,0,Excellent
3652,Ti-6Al-4V,21.29,Irregular,0.065,184.73,1434.07,0.087,43.19,Chessboard,138.2,21.24,235.07,54.93,1637.0,6475.0,102.1,18.3,99.21,1.69,326.88,14.19,1098.49,829.4,17.07,12,Moderate
3653,Ti-6Al-4V,40.81,Irregular,0.209,200.4,1036.19,0.1,47.65,Stripe,297.24,27.26,137.32,99.45,1757.73,8690.68,59.61,61.32,95.08,3.87,403.0,12.64,1142.23,761.68,5.42,7,Good
3654,Ti-6Al-4V,42.69,Irregular,0.234,238.52,1268.75,0.141,53.33,Island,217.71,19.24,108.49,82.71,1891.24,2794.01,107.15,72.48,96.51,0.8,380.66,10.68,1108.57,845.33,14.54,11,Excellent
3655,Ti-5553,42.45,Irregular,0.062,187.09,1713.2,0.102,50.93,Stripe,240.28,16.59,173.0,127.86,1862.92,8234.05,51.81,89.61,96.45,2.52,421.18,8.11,1121.6,1063.87,17.86,9,Good
3656,Ti-6Al-4V,39.01,Irregular,0.13,189.2,1065.09,0.113,32.8,Chessboard,142.24,10.98,120.54,40.56,1486.58,2605.51,93.55,29.22,95.33,0.66,437.46,14.3,1247.6,820.01,10.57,14,Excellent
3657,Ti-5553,51.62,Irregular,0.248,160.94,902.89,0.116,42.94,Chessboard,127.51,17.88,119.51,103.84,1574.62,7688.98,99.12,51.07,99.47,4.81,337.91,4.44,961.76,857.9,9.75,3,Excellent
3658,Ti-6Al-4V,25.34,Irregular,0.17,364.18,1223.18,0.092,30.59,Chessboard,268.78,11.58,132.07,96.75,1405.64,2390.92,81.61,15.26,99.96,1.23,408.21,3.14,1155.91,802.51,8.46,9,Moderate
3659,Near-Beta Ti,32.42,Spherical,0.153,204.94,956.8,0.111,43.05,Chessboard,140.54,17.26,194.77,133.47,1750.52,4086.75,67.56,24.77,95.72,2.26,340.55,3.94,882.88,800.24,10.94,8,Good
3660,Near-Beta Ti,44.63,Spherical,0.085,355.48,914.18,0.14,37.04,Stripe,281.86,16.86,84.01,103.42,2016.1,5285.89,52.59,93.27,96.43,2.17,404.98,2.88,1121.11,858.26,8.81,8,Good
3661,Near-Beta Ti,47.64,Spherical,0.163,259.58,1534.56,0.086,34.91,Chessboard,160.66,22.94,224.5,149.52,1731.4,9269.49,48.39,94.46,95.13,3.04,349.25,6.57,1002.77,780.65,17.45,5,Excellent
3662,Near-Beta Ti,36.17,Irregular,0.138,308.11,1669.0,0.145,27.34,Island,82.01,17.32,184.05,42.92,2199.47,7585.56,100.45,13.72,95.58,1.71,423.6,10.3,1222.69,947.28,8.73,1,Moderate
3663,Ti-5553,55.01,Irregular,0.075,168.93,1202.78,0.141,42.47,Chessboard,210.28,17.68,131.76,95.39,2000.27,3535.83,44.81,58.09,97.5,2.45,420.25,12.74,973.08,822.75,17.74,7,Moderate
3664,Ti-5553,36.62,Irregular,0.143,295.9,1535.74,0.14,49.17,Stripe,157.8,15.73,99.23,147.36,1699.93,5018.06,86.61,22.38,96.84,4.62,330.07,5.83,1227.62,947.14,6.42,1,Good
3665,Ti-6Al-4V,36.11,Spherical,0.083,222.5,824.51,0.094,42.85,Stripe,294.71,22.16,214.3,144.02,2178.57,4150.36,42.31,73.41,97.12,0.38,438.69,3.7,1028.57,948.63,5.07,0,Poor
3666,Near-Beta Ti,21.45,Spherical,0.196,173.8,1257.17,0.114,22.77,Island,165.08,17.79,154.19,64.05,1912.54,9458.7,76.87,66.1,98.33,0.17,365.16,13.45,1248.07,1058.45,7.0,13,Poor
3667,Ti-5553,42.05,Irregular,0.245,377.06,1363.44,0.123,56.97,Stripe,149.18,28.97,154.0,130.99,2135.53,2571.66,51.07,56.49,95.49,4.99,370.48,7.49,1299.59,927.07,6.45,8,Good
3668,Ti-6Al-4V,48.35,Spherical,0.144,300.91,1188.8,0.087,20.22,Chessboard,204.61,27.84,159.94,128.59,1469.87,9241.18,92.05,56.77,99.24,2.39,339.25,8.61,1290.19,1036.5,6.32,10,Moderate
3669,Ti-6Al-4V,24.58,Spherical,0.176,210.43,740.26,0.119,55.4,Island,240.58,14.74,150.37,145.87,1846.07,8450.75,59.61,65.44,99.33,1.73,352.41,4.72,1019.89,986.76,7.4,6,Excellent
3670,Ti-5553,32.22,Irregular,0.136,254.91,1480.92,0.139,50.64,Island,292.63,18.08,167.26,96.03,2126.76,2158.23,68.03,49.63,95.81,1.16,371.74,2.49,1283.02,765.28,6.1,10,Excellent
3671,Near-Beta Ti,51.25,Irregular,0.078,239.23,1606.89,0.146,23.86,Stripe,95.32,22.69,187.21,98.22,1920.64,3458.27,100.82,75.87,98.17,3.43,324.15,8.68,1224.59,743.73,16.44,8,Good
3672,Ti-6Al-4V,34.64,Spherical,0.244,325.14,1362.27,0.099,29.46,Island,172.29,10.33,153.27,126.51,2190.57,7393.8,88.29,74.1,98.45,3.17,386.7,6.66,806.24,1051.27,9.23,8,Excellent
3673,Near-Beta Ti,29.66,Irregular,0.076,301.86,802.99,0.1,33.96,Chessboard,226.01,14.55,245.38,149.89,2196.6,7365.59,97.86,40.4,95.87,1.38,384.74,7.86,963.0,722.76,16.7,7,Excellent
3674,Near-Beta Ti,46.89,Spherical,0.072,154.95,689.46,0.099,56.41,Chessboard,81.09,15.7,147.59,74.0,2033.63,3103.19,95.71,74.83,96.87,1.29,376.75,4.5,844.81,798.9,11.68,9,Excellent
3675,Near-Beta Ti,27.87,Spherical,0.142,199.46,961.92,0.091,59.2,Stripe,187.59,18.05,116.45,115.16,1623.01,6702.45,111.21,40.86,98.46,4.18,345.45,4.41,866.99,968.19,9.54,12,Excellent
3676,Ti-6Al-4V,55.83,Spherical,0.182,269.53,644.39,0.11,23.49,Chessboard,257.44,27.79,246.62,113.83,2082.85,7187.26,102.44,62.94,98.37,3.72,307.69,7.94,1255.45,953.52,16.45,5,Poor
3677,Near-Beta Ti,24.22,Irregular,0.121,261.37,1607.06,0.135,35.88,Chessboard,91.19,11.93,130.34,134.31,1962.8,1648.16,98.53,29.04,99.19,3.84,426.93,4.94,950.65,1059.23,10.96,4,Moderate
3678,Ti-6Al-4V,48.26,Spherical,0.089,279.17,1443.67,0.13,25.97,Stripe,154.92,11.32,185.54,111.44,1485.07,4428.57,45.42,38.41,95.66,2.33,368.01,4.36,1090.42,803.97,13.6,14,Moderate
3679,Near-Beta Ti,39.98,Spherical,0.214,328.7,1276.43,0.143,31.14,Chessboard,168.2,23.29,220.86,90.4,1710.14,9155.96,49.24,29.66,96.61,1.62,406.35,3.89,1029.38,805.65,9.22,14,Excellent
3680,Ti-6Al-4V,54.8,Irregular,0.123,320.5,1667.56,0.105,59.24,Stripe,237.58,17.29,80.67,74.19,2099.61,9104.49,83.43,99.01,98.76,2.54,311.48,7.49,1260.69,843.99,5.36,0,Good
3681,Near-Beta Ti,25.05,Irregular,0.089,243.2,732.11,0.12,59.38,Stripe,145.06,13.55,128.08,146.61,1966.21,6956.51,66.54,65.04,96.24,3.01,322.24,9.87,917.43,1096.07,12.33,8,Excellent
3682,Ti-5553,47.12,Spherical,0.123,369.4,1457.35,0.134,38.89,Stripe,134.18,24.04,170.41,76.93,1741.89,6874.25,80.88,70.7,97.69,3.64,415.71,7.36,1020.83,727.36,8.86,2,Poor
3683,Near-Beta Ti,42.88,Irregular,0.093,165.73,775.96,0.143,27.33,Island,105.41,14.86,157.5,68.07,1890.4,8698.71,98.31,67.39,95.69,2.35,400.81,13.95,842.68,839.91,11.74,5,Good
3684,Near-Beta Ti,39.2,Irregular,0.154,296.13,673.11,0.141,41.88,Chessboard,299.09,21.31,92.38,127.19,2149.42,4079.39,66.01,12.57,95.79,3.51,405.36,10.48,1114.82,743.17,5.63,13,Poor
3685,Ti-6Al-4V,39.66,Spherical,0.184,387.42,759.49,0.113,32.83,Chessboard,183.77,18.18,156.0,94.74,1878.1,1446.91,109.03,74.66,96.28,2.65,303.71,7.06,1243.05,1012.31,7.28,13,Good
3686,Ti-6Al-4V,48.88,Irregular,0.21,287.27,1741.13,0.143,57.15,Chessboard,90.61,17.22,98.01,60.16,1582.14,8617.41,74.34,80.11,96.47,0.89,357.27,6.85,952.83,800.59,15.01,3,Poor
3687,Near-Beta Ti,57.51,Spherical,0.096,263.78,1128.52,0.111,52.73,Stripe,96.84,24.42,122.48,79.5,1935.49,3809.66,66.47,40.65,95.21,0.47,347.01,5.74,1196.66,720.34,14.76,7,Moderate
3688,Ti-5553,23.65,Irregular,0.083,183.48,658.79,0.143,32.35,Stripe,108.15,22.27,207.29,62.38,1612.95,7054.82,80.98,62.79,99.28,2.85,420.01,6.33,867.53,896.85,5.26,1,Good
3689,Ti-5553,20.78,Irregular,0.054,352.55,1300.36,0.134,20.73,Chessboard,126.58,20.28,110.36,62.99,1895.21,5393.54,81.0,12.48,95.22,2.37,358.63,6.74,1033.47,955.7,10.01,7,Excellent
3690,Ti-6Al-4V,52.23,Spherical,0.096,243.45,839.66,0.096,59.92,Chessboard,242.89,12.56,193.1,48.34,1915.65,2303.04,108.68,29.11,98.81,1.97,301.08,5.7,938.74,1033.83,18.0,3,Good
3691,Ti-5553,24.33,Spherical,0.055,325.31,608.2,0.145,47.33,Chessboard,202.91,21.71,245.4,110.97,1689.23,4765.57,55.29,27.29,96.43,2.89,360.99,3.32,1134.19,705.63,9.36,12,Good
3692,Near-Beta Ti,59.47,Irregular,0.119,199.39,1510.06,0.097,37.03,Chessboard,250.87,23.86,121.99,80.84,1992.54,3362.62,81.5,33.06,96.99,3.53,342.59,8.3,1144.53,1002.01,5.36,5,Poor
3693,Ti-6Al-4V,44.77,Irregular,0.079,160.47,785.84,0.144,31.54,Island,84.36,26.3,124.12,46.55,1634.33,1074.37,104.91,44.37,97.89,1.23,414.66,7.87,1003.9,756.42,9.56,5,Good
3694,Near-Beta Ti,46.03,Irregular,0.166,226.37,1730.98,0.123,20.18,Stripe,138.33,15.99,242.03,111.61,1411.78,5715.27,93.45,29.65,96.12,2.77,401.69,11.43,967.12,1007.03,8.83,10,Moderate
3695,Ti-6Al-4V,27.96,Spherical,0.127,220.35,1311.36,0.127,26.16,Island,169.22,15.29,193.07,72.65,1680.52,6076.54,84.52,30.58,95.38,1.17,404.79,13.9,1188.18,761.72,13.86,2,Poor
3696,Ti-6Al-4V,29.61,Irregular,0.069,368.37,704.39,0.088,20.23,Chessboard,174.38,24.98,210.92,57.83,2089.84,3753.46,107.98,96.06,99.79,3.24,428.39,9.96,1071.37,820.62,6.16,10,Excellent
3697,Ti-6Al-4V,46.37,Spherical,0.13,366.17,861.39,0.085,43.9,Stripe,91.78,19.35,214.56,145.64,1861.49,3647.72,101.86,32.78,99.14,2.82,443.41,11.49,1072.82,721.0,17.27,4,Good
3698,Ti-6Al-4V,56.39,Irregular,0.092,283.47,1333.01,0.148,46.53,Island,192.53,18.12,204.08,48.23,2079.5,5022.75,45.04,61.02,98.8,3.53,447.26,8.63,1194.62,849.81,7.16,12,Moderate
3699,Ti-5553,59.3,Irregular,0.186,154.75,1005.74,0.104,50.67,Island,143.06,13.21,246.06,82.53,1502.88,6559.4,75.86,67.8,97.67,4.19,447.23,7.26,1110.58,798.08,6.65,1,Good
3700,Near-Beta Ti,27.92,Irregular,0.123,207.08,1238.57,0.139,27.48,Stripe,122.12,18.68,126.71,107.71,1554.39,9716.83,96.33,37.93,98.19,1.7,431.15,2.65,874.55,750.01,10.39,2,Good
3701,Near-Beta Ti,25.36,Irregular,0.079,309.75,1559.41,0.129,23.84,Island,227.66,24.52,168.12,149.28,1531.7,5299.89,91.18,16.16,99.32,4.47,388.65,6.93,854.09,816.2,11.71,13,Moderate
3702,Near-Beta Ti,22.26,Irregular,0.12,175.35,1551.12,0.122,46.02,Chessboard,98.45,19.01,192.89,49.07,2028.1,9402.22,67.03,52.63,96.94,0.48,337.26,8.65,928.81,703.22,13.17,7,Moderate
3703,Ti-6Al-4V,54.73,Spherical,0.095,325.16,1437.58,0.128,40.0,Island,270.74,27.45,200.23,142.47,1889.75,9774.61,75.11,99.02,95.52,3.21,301.64,5.96,983.71,1051.45,5.08,2,Excellent
3704,Ti-5553,31.79,Spherical,0.209,152.99,1663.27,0.086,55.03,Island,277.96,10.08,112.67,136.9,1669.12,6474.43,80.6,35.69,99.2,1.6,352.85,6.78,934.8,879.37,13.38,11,Excellent
3705,Near-Beta Ti,20.07,Spherical,0.247,320.63,839.23,0.109,41.33,Chessboard,151.62,13.6,228.84,125.71,2024.52,6045.65,74.28,10.4,95.31,3.76,423.61,6.52,918.73,877.68,12.8,11,Poor
3706,Ti-5553,28.95,Irregular,0.055,361.13,812.69,0.122,37.79,Chessboard,297.12,22.29,218.51,51.29,1748.31,1542.3,99.34,81.71,99.59,0.14,405.83,9.13,830.39,963.35,8.88,7,Excellent
3707,Ti-6Al-4V,33.62,Spherical,0.188,267.3,1559.22,0.141,39.52,Island,168.28,23.44,124.91,71.99,1892.48,3008.86,79.37,32.63,98.61,4.17,321.08,14.5,1057.94,766.77,8.46,10,Moderate
3708,Near-Beta Ti,59.64,Spherical,0.103,357.27,985.07,0.13,51.29,Chessboard,291.71,15.51,172.47,69.82,2083.77,9983.44,103.81,86.55,97.23,4.18,300.11,4.55,810.31,1041.57,5.65,6,Excellent
3709,Ti-5553,40.94,Irregular,0.063,345.38,1214.62,0.098,20.73,Stripe,297.11,28.84,130.1,98.77,1740.2,7714.85,76.24,32.99,98.08,2.47,339.44,6.61,1058.38,737.96,9.79,7,Moderate
3710,Ti-6Al-4V,28.19,Irregular,0.053,317.85,1492.74,0.149,56.73,Stripe,261.92,16.61,142.2,53.2,2001.83,7011.8,43.34,88.44,97.68,4.65,415.4,14.95,868.53,864.96,13.26,7,Good
3711,Ti-5553,33.39,Spherical,0.226,261.29,1075.12,0.125,48.57,Chessboard,107.46,18.22,170.71,129.79,1852.51,6099.93,108.74,92.25,97.01,2.14,399.83,7.0,1237.18,998.45,15.86,5,Good
3712,Near-Beta Ti,33.21,Spherical,0.121,217.98,756.19,0.115,55.41,Chessboard,208.57,29.53,171.71,115.04,2126.15,7145.27,98.69,62.27,95.64,4.53,398.76,12.23,996.59,867.34,5.62,14,Good
3713,Near-Beta Ti,20.79,Spherical,0.249,365.22,1415.35,0.135,58.38,Stripe,241.02,19.58,170.45,134.72,1764.37,7126.8,53.77,85.05,99.04,0.1,404.55,7.12,1186.8,842.28,8.26,7,Poor
3714,Ti-6Al-4V,25.41,Spherical,0.138,312.15,1580.59,0.122,29.04,Stripe,97.04,22.26,172.52,64.49,1638.92,2993.88,67.32,88.03,97.94,2.1,340.72,8.4,924.04,945.86,5.27,5,Excellent
3715,Ti-6Al-4V,47.81,Spherical,0.088,349.5,615.36,0.13,43.13,Island,276.6,20.8,188.14,108.25,1615.51,8062.85,45.17,41.46,98.51,0.39,388.68,12.04,1295.68,1040.13,8.21,5,Excellent
3716,Ti-6Al-4V,24.81,Spherical,0.205,287.99,1275.06,0.123,39.44,Island,267.4,13.55,82.67,133.61,1552.66,5187.5,78.47,69.26,96.04,1.03,446.91,9.17,1027.57,973.6,6.19,13,Good
3717,Ti-5553,29.23,Spherical,0.235,192.97,1163.29,0.093,41.5,Island,285.45,29.83,103.77,45.55,1685.24,7314.07,76.55,64.41,96.01,2.25,342.01,8.15,1143.0,764.46,8.02,0,Excellent
3718,Ti-5553,34.03,Irregular,0.213,394.86,911.52,0.118,21.89,Island,193.15,11.18,159.95,100.57,1747.43,4127.69,54.47,48.57,99.19,3.44,429.87,3.78,1253.73,948.65,16.26,10,Good
3719,Ti-5553,50.31,Spherical,0.199,195.68,793.23,0.1,56.56,Stripe,151.35,29.67,200.43,119.99,1508.44,6196.87,54.83,78.11,97.74,1.62,435.9,14.99,946.86,1087.11,9.9,5,Good
3720,Ti-6Al-4V,43.3,Irregular,0.117,377.81,825.64,0.12,58.19,Stripe,191.4,19.36,166.58,80.87,1988.6,7616.48,59.59,52.45,97.26,1.24,359.64,4.43,999.56,908.04,16.66,8,Moderate
3721,Near-Beta Ti,47.56,Irregular,0.063,202.03,1469.97,0.089,47.4,Stripe,240.46,13.79,186.92,78.89,2150.32,6505.97,96.74,34.05,95.47,4.27,311.19,7.86,1127.27,836.03,16.12,14,Poor
3722,Near-Beta Ti,42.68,Irregular,0.09,243.44,1243.43,0.096,30.33,Chessboard,171.57,13.34,245.02,43.55,1729.5,6700.1,66.19,34.96,97.13,0.37,448.96,10.12,879.75,947.8,9.54,3,Good
3723,Ti-5553,47.34,Spherical,0.139,260.02,1777.39,0.137,51.49,Stripe,157.39,23.11,204.11,93.87,2140.16,2667.07,86.4,10.05,98.52,4.24,314.12,2.68,1150.8,725.4,13.48,1,Good
3724,Ti-5553,20.11,Spherical,0.241,380.34,891.88,0.108,49.23,Chessboard,96.95,24.22,239.78,105.59,1737.6,5553.07,59.18,16.78,95.52,0.23,424.15,4.43,1207.3,1001.13,10.72,14,Good
3725,Near-Beta Ti,57.24,Irregular,0.195,372.05,1748.29,0.127,42.98,Chessboard,178.39,27.97,83.23,121.44,1576.18,3468.96,108.83,22.71,95.15,0.15,352.11,12.42,1100.57,826.07,15.64,12,Excellent
3726,Near-Beta Ti,24.44,Spherical,0.216,355.81,1218.13,0.115,26.81,Chessboard,166.44,14.73,156.02,49.5,2087.29,4331.88,95.54,73.79,97.77,4.69,391.43,10.38,960.29,724.55,5.27,6,Good
